Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-10 09:35:00-05:00,274.239990234375,274.739990234375,273.6099853515625,274.375,422658,0.0,0.0
2026-02-10 09:40:00-05:00,274.3900146484375,274.7300109863281,274.0,274.19500732421875,351080,0.0,0.0
2026-02-10 09:45:00-05:00,274.2099914550781,274.3200988769531,273.35009765625,273.4549865722656,342733,0.0,0.0
2026-02-10 09:50:00-05:00,273.4549865722656,274.54998779296875,273.2099914550781,274.45001220703125,308607,0.0,0.0
2026-02-10 09:55:00-05:00,274.4100036621094,274.95001220703125,274.2099914550781,274.760009765625,308144,0.0,0.0
2026-02-10 10:00:00-05:00,274.79998779296875,275.03021240234375,274.6000061035156,274.8699951171875,275099,0.0,0.0
2026-02-10 10:05:00-05:00,274.8399963378906,275.3599853515625,274.6199951171875,274.659912109375,326808,0.0,0.0
2026-02-10 10:10:00-05:00,274.65008544921875,274.8999938964844,273.8599853515625,274.260009765625,357985,0.0,0.0
2026-02-10 10:15:00-05:00,274.25,274.4700012207031,274.1145935058594,274.29998779296875,227457,0.0,0.0
2026-02-10 10:20:00-05:00,274.32000732421875,274.3999938964844,274.0799865722656,274.239990234375,186182,0.0,0.0
2026-02-10 10:25:00-05:00,274.2699890136719,274.7449951171875,274.1199951171875,274.4200134277344,213747,0.0,0.0
2026-02-10 10:30:00-05:00,274.3900146484375,274.6700134277344,274.17999267578125,274.614990234375,181429,0.0,0.0
2026-02-10 10:35:00-05:00,274.6300048828125,274.6400146484375,274.2200012207031,274.4299011230469,187745,0.0,0.0
2026-02-10 10:40:00-05:00,274.44000244140625,274.70001220703125,274.4150085449219,274.6549987792969,173557,0.0,0.0
2026-02-10 10:45:00-05:00,274.69500732421875,274.9100036621094,274.510009765625,274.6199951171875,201562,0.0,0.0
2026-02-10 10:50:00-05:00,274.62451171875,274.7099914550781,274.510009765625,274.57501220703125,116956,0.0,0.0
2026-02-10 10:55:00-05:00,274.55999755859375,274.55999755859375,274.1400146484375,274.1400146484375,160617,0.0,0.0
2026-02-10 11:00:00-05:00,274.1449890136719,274.38690185546875,274.1400146484375,274.2300109863281,137364,0.0,0.0
2026-02-10 11:05:00-05:00,274.2300109863281,274.3900146484375,274.1199951171875,274.2200012207031,126344,0.0,0.0
2026-02-10 11:10:00-05:00,274.239990234375,274.4798889160156,274.17041015625,274.19000244140625,164453,0.0,0.0
2026-02-10 11:15:00-05:00,274.19500732421875,274.6000061035156,274.0799865722656,274.28009033203125,165718,0.0,0.0
2026-02-10 11:20:00-05:00,274.2900085449219,274.3599853515625,274.010009765625,274.1300048828125,127367,0.0,0.0
2026-02-10 11:25:00-05:00,274.1700134277344,274.24969482421875,273.989990234375,274.05999755859375,123068,0.0,0.0
2026-02-10 11:30:00-05:00,274.0199890136719,274.0498962402344,273.6000061035156,273.6449890136719,179386,0.0,0.0
2026-02-10 11:35:00-05:00,273.6400146484375,273.6700134277344,273.20001220703125,273.3299865722656,206044,0.0,0.0
2026-02-10 11:40:00-05:00,273.32000732421875,273.510009765625,273.2699890136719,273.3999938964844,140722,0.0,0.0
2026-02-10 11:45:00-05:00,273.4200134277344,273.5899963378906,273.1400146484375,273.2300109863281,162254,0.0,0.0
2026-02-10 11:50:00-05:00,273.239990234375,273.3999938964844,273.1000061035156,273.3800048828125,157008,0.0,0.0
2026-02-10 11:55:00-05:00,273.3599853515625,273.5199890136719,273.2250061035156,273.29010009765625,143530,0.0,0.0
2026-02-10 12:00:00-05:00,273.2900085449219,273.6300048828125,273.2699890136719,273.5350036621094,134577,0.0,0.0
2026-02-10 12:05:00-05:00,273.5400085449219,273.7250061035156,273.3550109863281,273.4100036621094,174209,0.0,0.0
2026-02-10 12:10:00-05:00,273.42999267578125,273.79998779296875,273.42999267578125,273.4800109863281,165489,0.0,0.0
2026-02-10 12:15:00-05:00,273.4700012207031,273.489990234375,273.13970947265625,273.1700134277344,155882,0.0,0.0
2026-02-10 12:20:00-05:00,273.1600036621094,273.2698974609375,272.94000244140625,273.1000061035156,297387,0.0,0.0
2026-02-10 12:25:00-05:00,273.1000061035156,273.3999938964844,273.05999755859375,273.3500061035156,134916,0.0,0.0
2026-02-10 12:30:00-05:00,273.3500061035156,273.5299987792969,273.2449951171875,273.29998779296875,127897,0.0,0.0
2026-02-10 12:35:00-05:00,273.2900085449219,273.5799865722656,273.1499938964844,273.5199890136719,125037,0.0,0.0
2026-02-10 12:40:00-05:00,273.5299987792969,273.7099914550781,273.3999938964844,273.70098876953125,166309,0.0,0.0
2026-02-10 12:45:00-05:00,273.7200012207031,274.07000732421875,273.68011474609375,273.8699951171875,167035,0.0,0.0
2026-02-10 12:50:00-05:00,273.8800048828125,274.0498962402344,273.79998779296875,273.9100036621094,94937,0.0,0.0
2026-02-10 12:55:00-05:00,273.9100036621094,274.1099853515625,273.8800048828125,274.0899963378906,121628,0.0,0.0
2026-02-10 13:00:00-05:00,274.1050109863281,274.14990234375,273.9834899902344,274.0899963378906,79466,0.0,0.0
2026-02-10 13:05:00-05:00,274.0950012207031,274.0985107421875,273.79998779296875,274.0299987792969,117318,0.0,0.0
2026-02-10 13:10:00-05:00,274.010009765625,274.17999267578125,273.8999938964844,273.9800109863281,109686,0.0,0.0
2026-02-10 13:15:00-05:00,273.989990234375,274.110595703125,273.7900085449219,273.79998779296875,154932,0.0,0.0
2026-02-10 13:20:00-05:00,273.81689453125,273.8299865722656,273.3999938964844,273.7699890136719,178257,0.0,0.0
2026-02-10 13:25:00-05:00,273.760009765625,274.19000244140625,273.489990234375,274.05499267578125,204091,0.0,0.0
2026-02-10 13:30:00-05:00,274.05499267578125,274.2200012207031,273.8717956542969,274.02801513671875,144181,0.0,0.0
2026-02-10 13:35:00-05:00,274.0400085449219,274.2099914550781,273.95001220703125,274.114990234375,136203,0.0,0.0
2026-02-10 13:40:00-05:00,274.1000061035156,274.2699890136719,274.031005859375,274.2250061035156,103046,0.0,0.0
2026-02-10 13:45:00-05:00,274.2200012207031,274.260009765625,274.05999755859375,274.135009765625,92588,0.0,0.0
2026-02-10 13:50:00-05:00,274.1600036621094,274.17498779296875,273.7200012207031,273.7200012207031,138172,0.0,0.0
2026-02-10 13:55:00-05:00,273.7099914550781,273.94989013671875,273.67010498046875,273.92999267578125,108630,0.0,0.0
2026-02-10 14:00:00-05:00,273.95001220703125,274.1099853515625,273.7900085449219,274.05999755859375,121856,0.0,0.0
2026-02-10 14:05:00-05:00,274.0400085449219,274.05999755859375,273.7200012207031,273.875,123339,0.0,0.0
2026-02-10 14:10:00-05:00,273.875,274.1000061035156,273.8699951171875,274.0,105540,0.0,0.0
2026-02-10 14:15:00-05:00,273.9599914550781,274.05999755859375,273.6600036621094,273.7250061035156,127764,0.0,0.0
2026-02-10 14:20:00-05:00,273.7300109863281,274.0,273.7300109863281,273.9800109863281,93526,0.0,0.0
2026-02-10 14:25:00-05:00,273.9700012207031,274.0299987792969,273.80999755859375,273.9649963378906,77095,0.0,0.0
2026-02-10 14:30:00-05:00,273.9700012207031,274.07000732421875,273.9100036621094,273.9700927734375,103712,0.0,0.0
2026-02-10 14:35:00-05:00,273.9800109863281,274.04998779296875,273.7900085449219,273.82000732421875,101988,0.0,0.0
2026-02-10 14:40:00-05:00,273.8349914550781,273.8500061035156,273.6000061035156,273.739990234375,156699,0.0,0.0
2026-02-10 14:45:00-05:00,273.75,273.8399963378906,273.6859130859375,273.7699890136719,137890,0.0,0.0
2026-02-10 14:50:00-05:00,273.7699890136719,273.80499267578125,273.5199890136719,273.67999267578125,125477,0.0,0.0
2026-02-10 14:55:00-05:00,273.6700134277344,274.0299987792969,273.6449890136719,274.0299987792969,120556,0.0,0.0
2026-02-10 15:00:00-05:00,274.010009765625,274.2200012207031,273.739990234375,273.7998962402344,120070,0.0,0.0
2026-02-10 15:05:00-05:00,273.7807922363281,274.0899963378906,273.7300109863281,274.0799865722656,120118,0.0,0.0
2026-02-10 15:10:00-05:00,274.0,274.2200012207031,273.8900146484375,274.1400146484375,121593,0.0,0.0
2026-02-10 15:15:00-05:00,274.1499938964844,274.29998779296875,274.0700988769531,274.20001220703125,146953,0.0,0.0
2026-02-10 15:20:00-05:00,274.19000244140625,274.29998779296875,273.8900146484375,273.9800109863281,131436,0.0,0.0
2026-02-10 15:25:00-05:00,274.0,274.1000061035156,273.93499755859375,274.07000732421875,129152,0.0,0.0
2026-02-10 15:30:00-05:00,274.0799865722656,274.17999267578125,273.9700012207031,274.1105041503906,132118,0.0,0.0
2026-02-10 15:35:00-05:00,274.1099853515625,274.2698974609375,274.0,274.1300048828125,155187,0.0,0.0
2026-02-10 15:40:00-05:00,274.1499938964844,274.3800048828125,274.0304870605469,274.25,150371,0.0,0.0
2026-02-10 15:45:00-05:00,274.2900085449219,274.489990234375,274.2300109863281,274.4700927734375,203206,0.0,0.0
2026-02-10 15:50:00-05:00,274.4800109863281,274.4800109863281,273.32501220703125,273.4100036621094,510795,0.0,0.0
2026-02-10 15:55:00-05:00,273.3999938964844,274.0,273.30999755859375,273.7900085449219,8247726,0.0,0.0
2026-02-11 09:30:00-05:00,274.69500732421875,276.8299865722656,274.6099853515625,274.8399963378906,4733993,0.0,0.0
2026-02-11 09:35:00-05:00,274.79998779296875,275.9100036621094,274.45001220703125,275.510009765625,510274,0.0,0.0
2026-02-11 09:40:00-05:00,275.510009765625,276.4599914550781,275.3558044433594,275.6000061035156,447531,0.0,0.0
2026-02-11 09:45:00-05:00,275.5899963378906,276.4700012207031,275.5400085449219,276.25,511493,0.0,0.0
2026-02-11 09:50:00-05:00,276.260009765625,277.3399963378906,275.989990234375,277.2699890136719,566890,0.0,0.0
2026-02-11 09:55:00-05:00,277.2300109863281,277.44000244140625,275.989990234375,276.3999938964844,403439,0.0,0.0
2026-02-11 10:00:00-05:00,276.4100036621094,277.0299987792969,276.1700134277344,276.489990234375,389777,0.0,0.0
2026-02-11 10:05:00-05:00,276.44000244140625,276.5799865722656,276.16009521484375,276.3540954589844,299692,0.0,0.0
2026-02-11 10:10:00-05:00,276.3399963378906,276.4599914550781,275.7699890136719,276.2850036621094,361257,0.0,0.0
2026-02-11 10:15:00-05:00,276.2900085449219,277.17999267578125,275.75,277.10009765625,455691,0.0,0.0
2026-02-11 10:20:00-05:00,277.1401062011719,277.25,276.2799987792969,276.614990234375,395606,0.0,0.0
2026-02-11 10:25:00-05:00,276.57000732421875,277.1499938964844,276.3299865722656,277.05010986328125,421313,0.0,0.0
2026-02-11 10:30:00-05:00,277.1000061035156,278.909912109375,277.0400085449219,278.8500061035156,782442,0.0,0.0
2026-02-11 10:35:00-05:00,278.8699951171875,279.04998779296875,278.25,278.385009765625,508061,0.0,0.0
2026-02-11 10:40:00-05:00,278.3900146484375,278.42999267578125,277.86248779296875,278.1300048828125,334001,0.0,0.0
2026-02-11 10:45:00-05:00,278.1650085449219,278.6698913574219,277.9800109863281,278.489990234375,284104,0.0,0.0
2026-02-11 10:50:00-05:00,278.4700012207031,279.7300109863281,278.45001220703125,279.70001220703125,457000,0.0,0.0
2026-02-11 10:55:00-05:00,279.69000244140625,279.9049987792969,279.489990234375,279.7550048828125,461481,0.0,0.0
2026-02-11 11:00:00-05:00,279.7550048828125,279.84991455078125,278.80999755859375,279.19000244140625,368669,0.0,0.0
2026-02-11 11:05:00-05:00,279.20001220703125,279.8999938964844,279.04998779296875,279.79998779296875,325771,0.0,0.0
2026-02-11 11:10:00-05:00,279.7850036621094,279.9800109863281,279.4100036621094,279.67498779296875,376414,0.0,0.0
2026-02-11 11:15:00-05:00,279.6700134277344,279.9700012207031,279.04998779296875,279.114990234375,304493,0.0,0.0
2026-02-11 11:20:00-05:00,279.135009765625,279.32000732421875,279.0,279.0,231667,0.0,0.0
2026-02-11 11:25:00-05:00,279.010009765625,279.04998779296875,278.17498779296875,278.19000244140625,262453,0.0,0.0
2026-02-11 11:30:00-05:00,278.19000244140625,278.79998779296875,278.1600036621094,278.7650146484375,244906,0.0,0.0
2026-02-11 11:35:00-05:00,278.7699890136719,278.93109130859375,278.5,278.81988525390625,187400,0.0,0.0
2026-02-11 11:40:00-05:00,278.7749938964844,279.2049865722656,278.75,279.0199890136719,206889,0.0,0.0
2026-02-11 11:45:00-05:00,279.0350036621094,279.1000061035156,278.6199951171875,278.7699890136719,182187,0.0,0.0
2026-02-11 11:50:00-05:00,278.760009765625,278.8688049316406,278.69000244140625,278.7550048828125,118424,0.0,0.0
2026-02-11 11:55:00-05:00,278.7550048828125,278.82000732421875,278.2799987792969,278.3500061035156,144018,0.0,0.0
2026-02-11 12:00:00-05:00,278.3399963378906,278.5400085449219,278.17999267578125,278.4809875488281,149750,0.0,0.0
2026-02-11 12:05:00-05:00,278.4599914550781,278.75,278.239990234375,278.7349853515625,202820,0.0,0.0
2026-02-11 12:10:00-05:00,278.7300109863281,279.1099853515625,278.54998779296875,278.70001220703125,271894,0.0,0.0
2026-02-11 12:15:00-05:00,278.7300109863281,279.489990234375,278.7149963378906,279.3664855957031,322419,0.0,0.0
2026-02-11 12:20:00-05:00,279.3699951171875,279.7099914550781,279.2900085449219,279.70001220703125,159217,0.0,0.0
2026-02-11 12:25:00-05:00,279.7300109863281,280.17999267578125,279.7200012207031,279.94500732421875,495172,0.0,0.0
2026-02-11 12:30:00-05:00,279.910400390625,280.1499938964844,279.68011474609375,279.8016052246094,214623,0.0,0.0
2026-02-11 12:35:00-05:00,279.82000732421875,280.09991455078125,279.3999938964844,279.4800109863281,169820,0.0,0.0
2026-02-11 12:40:00-05:00,279.4700012207031,279.9150085449219,279.4700012207031,279.760009765625,138922,0.0,0.0
2026-02-11 12:45:00-05:00,279.75,280.010009765625,279.6449890136719,279.94000244140625,143039,0.0,0.0
2026-02-11 12:50:00-05:00,279.8999938964844,280.1000061035156,279.67498779296875,279.6900939941406,158228,0.0,0.0
2026-02-11 12:55:00-05:00,279.69500732421875,279.7149963378906,279.3599853515625,279.4200134277344,168638,0.0,0.0
2026-02-11 13:00:00-05:00,279.4200134277344,279.69000244140625,279.2699890136719,279.2699890136719,204037,0.0,0.0
2026-02-11 13:05:00-05:00,279.2699890136719,279.29998779296875,278.80999755859375,278.8299865722656,108962,0.0,0.0
2026-02-11 13:10:00-05:00,278.8299865722656,278.8399963378906,278.5,278.6700134277344,167201,0.0,0.0
2026-02-11 13:15:00-05:00,278.6600036621094,278.989990234375,278.56500244140625,278.94000244140625,184182,0.0,0.0
2026-02-11 13:20:00-05:00,278.94000244140625,279.1650085449219,278.74688720703125,278.9700012207031,135948,0.0,0.0
2026-02-11 13:25:00-05:00,278.9599914550781,279.07000732421875,278.82000732421875,278.9599914550781,99497,0.0,0.0
2026-02-11 13:30:00-05:00,278.93499755859375,279.07000732421875,278.8399963378906,278.8399963378906,119776,0.0,0.0
2026-02-11 13:35:00-05:00,278.8450012207031,279.04998779296875,278.7500915527344,278.9200134277344,96125,0.0,0.0
2026-02-11 13:40:00-05:00,278.8500061035156,278.9100036621094,278.6199951171875,278.81988525390625,147788,0.0,0.0
2026-02-11 13:45:00-05:00,278.8192138671875,279.010009765625,278.79998779296875,278.875,118426,0.0,0.0
2026-02-11 13:50:00-05:00,278.8713073730469,278.898193359375,278.6700134277344,278.7749938964844,121947,0.0,0.0
2026-02-11 13:55:00-05:00,278.7616882324219,278.95001220703125,278.69000244140625,278.8926086425781,125396,0.0,0.0
2026-02-11 14:00:00-05:00,278.8999938964844,279.0299987792969,278.7709045410156,279.0150146484375,103723,0.0,0.0
2026-02-11 14:05:00-05:00,279.0199890136719,279.0299987792969,278.5,278.70001220703125,241982,0.0,0.0
2026-02-11 14:10:00-05:00,278.7099914550781,278.9599914550781,278.5199890136719,278.8599853515625,178603,0.0,0.0
2026-02-11 14:15:00-05:00,278.86590576171875,279.04998779296875,278.8500061035156,279.04998779296875,124880,0.0,0.0
2026-02-11 14:20:00-05:00,279.0299987792969,279.0400085449219,278.760009765625,278.9501037597656,157454,0.0,0.0
2026-02-11 14:25:00-05:00,278.9599914550781,279.6700134277344,278.9599914550781,279.5799865722656,254151,0.0,0.0
2026-02-11 14:30:00-05:00,279.5799865722656,279.5899963378906,278.95001220703125,278.9700012207031,182076,0.0,0.0
2026-02-11 14:35:00-05:00,278.9601135253906,279.0950012207031,278.82000732421875,278.8599853515625,133563,0.0,0.0
2026-02-11 14:40:00-05:00,278.8525085449219,279.0799865722656,278.5799865722656,278.8699951171875,183682,0.0,0.0
2026-02-11 14:45:00-05:00,278.8500061035156,278.8900146484375,274.81060791015625,276.2900085449219,2311682,0.0,0.0
2026-02-11 14:50:00-05:00,276.30999755859375,277.1596984863281,275.4230041503906,276.1400146484375,794285,0.0,0.0
2026-02-11 14:55:00-05:00,276.1400146484375,277.25,276.0249938964844,276.5899963378906,715468,0.0,0.0
2026-02-11 15:00:00-05:00,276.5799865722656,277.20001220703125,276.1700134277344,276.4299011230469,517390,0.0,0.0
2026-02-11 15:05:00-05:00,276.4049987792969,277.2900085449219,276.3599853515625,276.6000061035156,352166,0.0,0.0
2026-02-11 15:10:00-05:00,276.5849914550781,277.0,276.20001220703125,276.2427062988281,239673,0.0,0.0
2026-02-11 15:15:00-05:00,276.2300109863281,276.2876892089844,275.7860107421875,275.875,318170,0.0,0.0
2026-02-11 15:20:00-05:00,275.8599853515625,275.8699951171875,275.1000061035156,275.2900085449219,482930,0.0,0.0
2026-02-11 15:25:00-05:00,275.2699890136719,276.0799865722656,275.0199890136719,276.04998779296875,368582,0.0,0.0
2026-02-11 15:30:00-05:00,276.010009765625,276.3500061035156,275.8599853515625,276.1600036621094,245803,0.0,0.0
2026-02-11 15:35:00-05:00,276.1300048828125,276.4200134277344,276.0,276.239990234375,239919,0.0,0.0
2026-02-11 15:40:00-05:00,276.25,276.54998779296875,276.2200927734375,276.2749938964844,258649,0.0,0.0
2026-02-11 15:45:00-05:00,276.2814025878906,276.3500061035156,275.94000244140625,276.05499267578125,201723,0.0,0.0
2026-02-11 15:50:00-05:00,276.07000732421875,276.32000732421875,275.510009765625,276.2799987792969,480258,0.0,0.0
2026-02-11 15:55:00-05:00,276.2799987792969,276.2799987792969,275.4599914550781,275.5400085449219,1504896,0.0,0.0
